,precision,recall,f1-score,support
0,0.5555555555555556,0.6460674157303371,0.5974025974025975,712.0
1,0.6283924843423799,0.3087179487179487,0.4140302613480055,975.0
2,0.10572687224669604,0.6486486486486487,0.18181818181818182,74.0
accuracy,0.4593980692788189,0.4593980692788189,0.4593980692788189,0.4593980692788189
macro avg,0.42989163738154385,0.5344780043656449,0.3977503468562616,1761.0
weighted avg,0.5769801342053558,0.4593980692788189,0.47841266304344143,1761.0
