,precision,recall,f1-score,support
0,0.5462184873949579,0.3651685393258427,0.4377104377104377,712.0
1,0.6031483015741508,0.7466666666666667,0.6672777268560953,975.0
2,0.1794871794871795,0.1891891891891892,0.1842105263157895,74.0
accuracy,0.5689948892674617,0.5689948892674617,0.5689948892674617,0.5689948892674617
macro avg,0.44295132281876276,0.43367479839389955,0.4297328969607741,1761.0
weighted avg,0.5623277730505726,0.5689948892674617,0.5541608144701267,1761.0
