,precision,recall,f1-score,support
0,0.5696670776818742,0.648876404494382,0.6066973079448457,712.0
1,0.6618122977346278,0.4194871794871795,0.5134965473948524,975.0
2,0.12650602409638553,0.5675675675675675,0.20689655172413793,74.0
accuracy,0.5184554230550823,0.5184554230550823,0.5184554230550823,0.5184554230550823
macro avg,0.4526617998376292,0.5453103838497096,0.4423634690212787,1761.0
weighted avg,0.6020621211719983,0.5184554230550823,0.5382952650734227,1761.0
