,precision,recall,f1-score,support
0,0.551219512195122,0.21161048689138576,0.30581867388362655,534.0
1,0.5973871733966746,0.6880984952120383,0.6395422759059123,731.0
2,0.10218978102189781,0.5,0.1696969696969697,56.0
accuracy,0.48750946252838756,0.48750946252838756,0.48750946252838756,0.48750946252838756
macro avg,0.4169321555378982,0.4665696607011413,0.3716859731621695,1321.0
weighted avg,0.5577319235445802,0.48750946252838756,0.4847203677850937,1321.0
