,precision,recall,f1-score,support
0,0.5308924485125858,0.3258426966292135,0.40382941688424717,712.0
1,0.6089385474860335,0.558974358974359,0.5828877005347594,975.0
2,0.0979020979020979,0.5675675675675675,0.16699801192842942,74.0
accuracy,0.46507666098807493,0.46507666098807493,0.46507666098807493,0.46507666098807493
macro avg,0.41257769796690574,0.4841282077237133,0.3845717097824786,1761.0
weighted avg,0.5559087236709818,0.46507666098807493,0.4930152786630768,1761.0
