,precision,recall,f1-score,support
0,0.5182795698924731,0.45131086142322097,0.4824824824824825,534.0
1,0.6117804551539491,0.625170998632011,0.618403247631935,731.0
2,0.10091743119266056,0.19642857142857142,0.13333333333333333,56.0
accuracy,0.5367146101438305,0.5367146101438305,0.5367146101438305,0.5367146101438305
macro avg,0.4103258187463609,0.42430347716126776,0.4114063544825836,1321.0
weighted avg,0.55232716062597,0.5367146101438305,0.5428955990395585,1321.0
