,precision,recall,f1-score,support
0,0.48333333333333334,0.44803370786516855,0.46501457725947526,712.0
1,0.5989061075660893,0.6738461538461539,0.6341698841698842,975.0
2,0.5,0.02702702702702703,0.05128205128205129,74.0
accuracy,0.555366269165247,0.555366269165247,0.555366269165247,0.555366269165247
macro avg,0.5274131469664742,0.3829689629127831,0.3834888375704702,1761.0
weighted avg,0.5480220262409258,0.555366269165247,0.541283865910991,1761.0
