,precision,recall,f1-score,support
0,0.5585412667946257,0.40870786516853935,0.4720194647201946,712.0
1,0.6207565470417071,0.6564102564102564,0.6380857427716851,975.0
2,0.10047846889952153,0.28378378378378377,0.14840989399293286,74.0
accuracy,0.5406019307211811,0.5406019307211811,0.5406019307211811,0.5406019307211811
macro avg,0.42659209424528477,0.4496339684541932,0.4195050338282708,1761.0
weighted avg,0.5737390244304388,0.5406019307211811,0.5503655821911689,1761.0
