Alcohol Present,Distracted in Driving,height,weight,Age,Sex,Race,premovement before collision,Body Category,Pre-event Location,Curb Weight,Model Year,Clock-form Direction of force,Speed Limit,Number of lanes,Traffic Condition,Surface Condition,Surface Type,Uphill or Downhill,Crash Type,Lighting Condition,Related to Intersection,Traffic Conrtol Functioning,Climate,Alignment of Road,CASEWGT,year,month,Day in Week
0.0,1.0,168,66,36,2,1,1,0,1,1960,2009,300,40,2,0,1,2,1,4,3,2,0,1,1,77,2012,1,3
0.0,1.0,170,50,24,2,1,2,1,1,1560,2015,180,105,2,0,1,2,1,1,1,0,0,1,1,460,2018,12,4
0.0,1.0,157,59,50,2,1,1,1,1,2350,2003,350,56,7,1,1,2,1,4,3,2,2,1,1,190,2010,12,2
0.0,2.0,170,57,52,1,1,1,0,1,1460,2004,0,56,4,0,1,2,1,1,1,3,0,1,1,148,2010,2,4
0.0,1.0,183,78,47,1,1,15,0,2,1160,2003,0,72,5,0,1,2,1,6,1,2,0,1,1,1702,2009,6,3
0.0,1.0,185,73,51,1,1,1,0,1,1780,2000,350,56,7,1,1,2,1,4,1,2,2,1,1,8,2009,3,6
0.0,1.0,178,79,23,1,2,1,0,1,1520,2001,10,56,4,0,1,2,1,4,1,3,0,1,1,143,2010,6,2
0.0,1.0,163,82,41,2,1,1,0,1,1707,1992,20,64,3,0,1,1,4,4,1,2,0,1,1,13617,2017,10,1
0.0,2.0,163,64,23,2,1,1,0,1,895,2015,0,105,4,0,2,2,1,1,2,3,0,2,1,319,2019,2,3
0.0,2.0,155,64,58,2,2,11,1,1,1311,2020,300,56,2,0,1,2,1,4,1,2,0,1,1,1257,2021,7,5
0.0,2.0,173,91,37,1,1,15,1,7,1780,2014,20,56,4,0,1,2,1,2,3,0,0,1,1,375,2014,7,5
0.0,2.0,178,93,25,1,2,1,0,1,1523,2009,270,48,1,0,2,2,1,4,1,1,0,2,1,412,2018,5,1
0.0,1.0,178,82,42,2,1,10,1,1,2146,2019,310,56,2,1,1,2,1,4,3,2,2,1,1,142,2019,11,4
0.0,1.0,175,73,51,1,1,11,0,2,1648,2020,330,40,4,1,1,2,1,4,1,2,2,1,1,26,2022,1,5
0.0,1.0,163,82,56,2,1,1,0,1,1390,2016,330,89,3,0,1,2,1,4,1,2,0,1,1,66,2017,9,7
0.0,1.0,168,136,23,2,2,1,0,1,1420,2003,330,40,2,0,1,2,4,4,1,2,0,1,1,11,2010,8,1
0.0,2.0,168,70,92,1,1,1,0,1,1618,2001,0,89,2,0,1,2,1,1,1,0,0,1,1,1073,2017,8,3
0.0,1.0,183,84,21,1,1,1,3,1,1920,2003,350,72,4,1,1,2,1,4,1,2,2,1,1,147,2010,2,5
0.0,1.0,183,82,41,1,2,1,3,1,2208,2006,350,56,4,1,1,2,1,4,1,2,2,1,1,388,2022,7,7
0.0,2.0,173,113,40,1,2,1,0,1,1300,2011,70,48,5,1,1,2,1,4,3,2,2,1,1,99,2012,3,6
0.0,1.0,165,86,54,2,1,1,1,1,1450,2004,350,40,3,1,1,2,2,4,1,2,2,1,1,97,2011,4,7
0.0,1.0,177,88,66,2,1,1,1,2,2067,2015,20,48,4,1,1,2,1,4,1,2,2,1,1,62,2022,6,4
0.0,1.0,173,73,39,1,1,14,1,1,2180,2012,320,40,2,0,1,2,4,6,1,0,0,1,3,228,2012,5,6
0.0,1.0,180,98,51,1,1,11,0,1,1200,2008,290,72,3,1,1,2,2,4,1,2,2,1,1,310,2012,4,5
0.0,1.0,178,86,84,1,1,1,0,1,1630,2007,70,56,2,0,1,1,1,4,1,2,0,1,1,161,2010,12,3
0.0,1.0,165,57,87,2,1,1,0,1,1260,2009,340,64,6,1,1,2,1,4,1,2,2,1,1,26,2012,1,4
0.0,2.0,165,59,29,2,1,1,2,1,2242,2018,0,89,2,2,2,2,1,1,1,2,2,1,1,240,2019,3,5
0.0,1.0,160,68,57,2,1,11,0,2,1580,2006,50,64,2,0,1,2,1,4,1,3,0,1,1,194,2014,7,3
0.0,1.0,160,59,76,2,1,1,0,1,1840,2003,10,89,2,0,1,2,4,4,1,2,0,1,1,615,2009,5,1
0.0,1.0,178,85,29,1,3,1,0,1,1435,2003,330,56,5,0,1,2,1,4,1,5,0,1,1,160,2018,7,3
0.0,1.0,188,82,20,1,1,1,3,1,2719,2003,0,80,2,0,1,2,1,2,2,0,0,5,1,562,2018,7,2
0.0,1.0,155,91,56,2,2,1,0,1,1870,2009,0,56,2,0,4,2,1,2,1,0,0,1,1,286,2011,2,3
0.0,1.0,157,91,21,5,1,1,1,1,1706,2017,330,89,2,0,1,2,1,4,1,2,0,8,1,85,2020,6,6
0.0,1.0,180,68,43,1,1,1,1,1,2075,2003,0,48,2,0,1,2,1,5,1,0,0,1,1,1358,2020,8,3
0.0,1.0,185,122,26,1,1,1,0,1,1520,2013,350,56,2,0,3,2,1,2,3,0,0,4,1,632,2014,1,7
0.0,1.0,173,88,52,2,1,14,2,1,2030,2005,350,40,2,0,3,2,1,2,2,0,0,1,3,801,2012,1,5
0.0,2.0,167,64,25,2,1,1,1,1,1372,2015,330,72,4,1,2,2,1,4,1,2,2,8,1,256,2019,3,3
0.0,1.0,180,95,41,1,1,1,1,1,2180,2011,330,64,2,0,1,2,1,4,1,2,0,1,1,53,2013,8,6
0.0,1.0,175,82,16,1,1,5,3,1,2900,2005,190,97,2,0,1,2,4,1,1,2,0,1,1,10,2014,6,5
0.0,1.0,163,70,55,2,1,14,0,1,1490,2008,350,72,2,0,1,2,4,2,1,0,0,8,3,2378,2013,3,4
0.0,2.0,170,84,89,1,1,14,0,1,1480,2009,0,40,2,0,1,2,4,1,3,3,0,1,3,113,2010,12,3
0.0,2.0,163,54,39,2,1,11,0,1,1770,2003,10,56,5,0,1,2,1,4,1,2,0,1,1,1257,2011,12,5
0.0,1.0,180,73,16,1,3,1,0,1,1690,2017,10,56,3,1,1,2,1,4,1,2,2,1,1,27,2021,8,3
0.0,1.0,160,82,19,2,1,14,0,1,1552,2001,0,89,1,0,1,1,2,1,1,1,0,1,2,854,2017,3,6
0.0,1.0,178,101,56,1,1,1,2,1,2050,2013,340,89,4,1,1,2,1,4,1,2,2,1,1,111,2018,8,2
0.0,1.0,165,82,25,2,1,11,1,1,1600,2014,30,80,2,0,1,2,1,4,1,2,0,8,1,42,2015,9,3
0.0,1.0,163,66,71,2,1,10,1,1,1793,2019,330,72,2,0,1,2,1,4,1,2,0,8,1,170,2019,2,6
0.0,2.0,190,84,32,1,1,11,0,1,1527,2015,60,64,5,1,1,2,1,4,3,2,2,1,1,102,2018,2,6
0.0,1.0,178,70,25,1,1,14,1,1,2120,2007,170,64,2,0,1,2,2,1,2,0,0,1,2,54,2009,12,5
0.0,1.0,163,64,30,1,1,1,3,1,3377,2014,20,56,3,1,1,2,1,4,1,2,2,1,1,10387,2020,7,5
0.0,1.0,163,73,50,2,1,5,0,1,1460,2004,180,56,2,0,1,2,1,1,1,0,0,1,1,180,2011,10,2
1.0,1.0,178,104,44,1,1,15,0,1,1500,2010,0,105,3,0,1,1,1,1,3,0,0,1,1,1943,2021,8,3
0.0,1.0,170,73,50,2,2,11,2,1,1790,2000,60,56,4,0,1,2,4,4,1,3,0,1,1,1280,2009,7,4
0.0,1.0,180,128,45,1,1,1,0,1,1454,2013,0,80,2,0,1,2,1,4,1,2,0,1,1,64,2021,6,1
0.0,1.0,185,95,44,1,2,5,0,1,1380,2009,280,40,2,2,1,2,1,4,1,2,2,1,1,19,2015,8,6
0.0,1.0,157,57,62,2,1,11,0,1,1520,2003,10,56,2,0,2,2,1,4,1,2,0,8,1,139,2009,6,5
0.0,2.0,168,86,42,1,1,1,3,2,2466,2003,0,89,2,0,1,2,1,6,5,0,0,1,1,223,2022,6,5
0.0,2.0,163,77,57,2,1,11,0,1,1530,2008,310,56,2,0,1,2,1,4,3,3,0,1,1,258,2011,10,6
0.0,2.0,152,64,78,2,1,1,0,1,1630,2011,280,64,4,1,1,2,1,4,1,2,2,1,1,497,2011,12,2
0.0,2.0,152,68,48,2,3,1,2,1,1479,2018,70,56,6,1,1,2,1,4,1,2,2,1,1,1191,2019,6,1
0.0,1.0,178,84,59,1,1,1,3,1,2100,2008,20,72,4,1,2,2,1,4,3,2,2,2,1,159,2010,8,7
0.0,1.0,163,79,52,2,1,1,1,1,2000,2007,0,56,3,0,1,2,1,4,1,2,0,1,1,158,2014,9,6
0.0,1.0,150,54,49,2,1,1,0,1,1170,2008,60,40,2,1,1,2,1,4,1,2,2,1,1,148,2010,8,1
0.0,1.0,183,70,28,1,2,14,0,1,1655,2011,340,48,2,0,1,2,2,2,1,0,0,8,2,257,2017,3,3
0.0,1.0,168,82,34,2,1,11,0,1,1360,1999,20,48,2,1,2,2,1,4,1,2,2,2,3,145,2022,5,5
0.0,1.0,183,82,24,1,1,11,0,1,1550,2000,290,64,5,1,1,1,1,4,1,2,2,1,1,40,2009,12,3
0.0,1.0,163,54,51,2,2,5,0,1,1140,2006,180,64,6,1,1,2,1,1,2,2,2,1,1,156,2011,12,5
0.0,1.0,168,79,67,2,1,1,0,1,1200,2004,0,89,2,0,1,2,1,1,1,0,0,1,1,139,2009,7,1
0.0,1.0,168,91,20,2,1,1,0,1,1543,2015,0,48,4,0,1,2,1,1,1,0,0,8,1,216,2019,11,3
0.0,1.0,180,91,40,1,1,14,0,1,1150,2008,140,113,3,0,2,2,1,5,2,1,0,1,2,1175,2015,3,2
0.0,2.0,160,115,31,2,1,10,0,1,1252,2019,310,40,2,2,1,2,1,4,1,2,2,1,1,325,2022,7,6
0.0,1.0,157,59,19,2,1,1,0,1,1503,2005,310,56,6,0,2,2,1,4,1,2,0,2,1,1850,2019,11,4
0.0,1.0,160,104,41,2,1,1,0,1,1640,2008,190,80,3,0,1,1,1,1,1,0,0,1,1,166,2015,5,1
0.0,1.0,168,57,36,2,1,14,1,1,2240,2003,20,89,3,0,1,2,2,4,1,2,0,1,3,1146,2011,10,5
0.0,1.0,175,73,45,2,3,11,1,1,2768,2016,40,56,3,1,1,2,1,4,3,2,2,1,1,8585,2020,10,5
0.0,1.0,160,68,19,2,2,1,3,1,2235,2013,340,56,3,0,1,2,1,4,2,2,0,1,1,3958,2018,11,1
0.0,1.0,163,118,34,2,1,1,0,1,1339,2017,320,89,2,0,1,2,1,6,1,0,0,1,1,32,2019,4,3
0.0,1.0,180,70,30,1,1,1,3,1,1961,2003,50,89,2,2,1,2,1,4,1,2,2,1,1,193,2018,12,6
0.0,1.0,165,102,66,2,1,1,1,1,1970,2002,0,89,3,1,1,1,1,1,1,2,2,1,1,204,2011,7,7
0.0,1.0,168,93,37,2,1,1,0,1,1280,2007,0,48,4,0,1,2,1,2,1,0,0,1,1,31,2009,7,3
0.0,1.0,178,80,47,1,1,1,0,1,1417,2014,340,56,4,1,2,2,1,4,1,2,2,2,1,33,2017,3,2
0.0,1.0,183,91,21,1,1,14,0,2,1270,2001,70,72,4,0,1,2,1,4,1,2,0,1,3,142,2010,9,5
0.0,1.0,183,116,38,1,2,5,0,1,1410,2004,180,72,5,1,1,2,2,1,3,2,2,1,1,147,2011,12,5
0.0,1.0,165,82,35,2,1,2,0,1,1484,2014,170,89,3,0,1,2,1,1,1,2,0,1,1,117,2018,7,1
0.0,1.0,165,156,46,2,1,5,0,1,1453,2018,180,64,3,1,1,1,1,1,1,2,2,8,1,385,2022,10,5
0.0,1.0,157,72,20,2,2,1,0,1,1080,2004,300,72,5,1,1,2,1,4,1,2,2,8,1,26,2010,2,7
0.0,1.0,168,57,49,2,1,1,0,1,1440,2008,0,72,5,0,1,2,1,4,2,3,0,8,1,1812,2010,12,7
0.0,2.0,157,62,25,2,1,11,3,1,1780,2001,60,56,5,1,1,2,1,4,5,2,2,8,1,417,2010,10,2
0.0,2.0,152,64,25,2,1,1,0,1,1170,2009,340,56,4,1,1,2,1,4,1,2,2,1,1,769,2010,10,4
0.0,1.0,178,60,16,2,1,14,0,1,1450,2007,0,48,1,6,5,2,4,1,5,0,2,4,3,272,2011,1,4
0.0,2.0,170,68,24,2,1,1,0,1,1336,2003,40,80,2,2,1,2,1,4,1,2,2,1,1,761,2019,6,5
0.0,2.0,163,52,17,2,1,14,0,1,1270,2010,0,72,2,0,1,2,1,1,1,3,0,1,2,147,2011,3,5
0.0,1.0,175,136,27,1,2,14,3,2,2390,2010,20,64,4,0,1,1,1,4,1,2,0,1,3,14,2014,5,7
0.0,1.0,175,84,59,1,2,10,0,2,1460,2005,310,56,3,1,1,2,1,4,1,2,2,1,1,117,2012,1,2
0.0,1.0,157,61,54,2,3,1,1,1,1569,2019,350,48,2,0,1,2,2,4,1,2,0,1,1,35,2021,6,6
0.0,2.0,193,95,37,1,1,1,1,2,1850,2007,350,89,5,1,1,2,4,4,1,2,2,1,1,120,2009,3,5
0.0,1.0,157,70,78,2,1,1,0,1,1760,2006,350,64,2,0,1,2,1,4,1,2,0,1,1,509,2010,8,6
0.0,1.0,163,118,37,2,1,1,2,1,2110,2014,180,97,5,0,2,1,3,1,1,1,0,8,1,652,2014,3,7
0.0,2.0,180,70,19,1,1,1,1,1,2540,2007,0,64,4,1,1,2,1,1,3,2,2,8,1,20,2009,12,1
0.0,2.0,178,91,37,1,1,1,1,1,2170,2009,80,72,2,2,1,2,1,4,1,1,2,1,1,43,2010,3,4
0.0,1.0,160,67,17,4,1,1,0,1,1300,2007,340,64,5,1,1,2,1,4,1,2,2,1,1,187,2009,9,4
0.0,1.0,168,88,59,2,1,14,0,1,1720,2013,10,89,2,0,1,2,1,4,1,2,0,8,3,147,2014,8,7
0.0,2.0,163,54,22,2,1,11,0,1,1450,2006,40,56,2,0,1,2,1,4,1,2,0,8,1,581,2010,3,2
0.0,2.0,160,54,74,2,1,1,0,1,1240,2008,350,40,2,2,1,2,2,4,1,2,2,8,1,442,2010,2,2
0.0,1.0,168,132,60,2,1,1,1,1,1680,2018,20,56,5,1,1,1,1,4,1,2,2,1,1,246,2020,5,7
0.0,2.0,165,64,28,2,2,1,0,1,1460,2005,40,48,5,1,1,2,4,4,1,2,2,1,1,182,2011,9,2
0.0,2.0,180,64,23,1,1,1,0,1,1550,2011,60,48,2,1,1,2,1,4,1,2,2,1,1,71,2011,7,2
0.0,2.0,157,59,78,2,1,11,0,1,1580,2002,80,64,4,1,1,2,1,4,1,1,2,1,1,759,2010,7,2
0.0,1.0,178,98,67,1,1,1,1,1,1750,2012,40,89,3,0,1,2,2,4,1,2,0,1,1,263,2012,8,3
0.0,2.0,157,59,64,2,1,11,1,1,1860,2007,60,72,2,1,1,2,1,4,1,2,2,1,1,491,2011,9,7
0.0,1.0,178,79,32,1,1,1,1,1,1760,2012,330,89,4,1,1,2,1,4,1,2,2,8,1,443,2014,2,6
0.0,2.0,160,134,55,2,1,1,2,1,2067,2015,0,105,3,0,1,2,3,1,1,0,0,1,1,50,2019,6,5
0.0,1.0,168,77,55,2,1,14,0,4,1200,2010,280,56,4,0,2,2,2,6,1,0,0,1,2,472,2012,10,4
0.0,1.0,168,88,70,1,1,1,1,1,1710,2012,310,89,2,0,1,2,1,4,1,1,0,8,1,88,2013,4,4
0.0,2.0,165,60,69,2,1,11,1,2,1880,2004,230,105,4,0,2,2,1,4,3,1,0,2,2,744,2010,3,4
0.0,1.0,168,70,29,2,1,11,0,1,1221,2006,60,72,3,1,1,2,1,4,3,2,2,1,1,357,2019,6,3
0.0,1.0,155,76,69,2,1,2,3,1,2309,2020,170,97,3,1,1,2,1,1,1,2,2,1,1,109,2020,8,6
0.0,1.0,175,86,55,1,1,1,0,1,1560,2011,30,97,4,0,1,1,1,1,1,0,0,1,1,2613,2013,12,4
0.0,2.0,191,104,30,1,1,1,0,1,1570,2009,0,64,2,0,1,1,1,1,1,2,0,8,1,351,2014,3,2
0.0,1.0,175,79,49,2,1,1,2,1,1980,2004,330,56,2,1,1,2,1,4,1,2,2,1,1,259,2018,2,6
0.0,1.0,188,109,38,1,1,1,3,1,2378,2014,0,72,2,8,2,2,1,1,1,0,2,1,1,80,2019,5,2
0.0,1.0,155,77,58,2,1,1,1,1,2092,2006,350,89,2,0,1,2,1,2,4,0,0,1,1,186,2022,7,2
0.0,1.0,157,101,20,2,2,5,2,1,2400,2007,180,89,4,0,1,2,1,1,3,0,0,8,1,234,2013,12,4
0.0,2.0,173,135,44,2,1,1,0,1,1313,2008,290,40,3,1,1,2,1,4,1,2,2,1,1,414,2018,8,2
0.0,1.0,178,68,17,1,1,1,3,1,2579,2002,320,80,2,2,1,2,1,4,1,2,1,8,1,161,2018,5,4
0.0,1.0,160,52,31,2,1,5,0,1,1200,2002,180,89,2,0,1,2,1,1,1,2,0,1,1,102,2011,4,2
0.0,1.0,163,59,40,2,1,2,0,1,1390,2005,170,72,5,0,2,2,1,1,1,0,0,2,1,1091,2011,3,5
0.0,1.0,155,64,45,2,1,1,2,1,1980,2005,320,56,2,0,2,2,1,6,3,0,0,1,1,360,2012,1,3
0.0,1.0,157,54,21,2,4,1,0,1,1252,2019,20,97,3,0,1,2,1,4,1,2,0,1,1,220,2020,6,1
0.0,1.0,180,122,68,1,2,14,3,2,2120,2002,70,56,2,0,5,2,2,6,1,0,0,1,2,38,2010,12,3
0.0,1.0,180,73,76,1,1,1,1,1,1635,2015,10,56,5,0,1,2,1,4,1,3,0,1,1,669,2018,10,2
0.0,1.0,163,66,30,1,1,1,1,1,2370,2003,10,64,5,0,2,1,1,2,3,0,0,2,1,40,2009,10,4
0.0,1.0,180,91,67,1,1,1,0,1,1190,2010,0,113,3,0,1,2,3,1,5,1,0,1,1,495,2010,9,4
0.0,1.0,175,73,18,1,1,1,1,1,2450,2002,0,40,3,0,2,2,1,4,3,2,0,2,1,589,2010,2,6
0.0,1.0,173,91,38,1,2,14,0,1,1830,2008,340,64,3,1,1,1,2,4,1,2,2,1,3,35,2010,12,2
0.0,2.0,180,113,36,1,1,11,2,1,1941,2001,350,40,3,0,1,2,1,4,1,2,0,1,1,136,2019,1,7
0.0,1.0,178,73,41,1,1,1,2,1,1900,2003,0,80,2,0,1,2,1,6,2,0,0,1,1,350,2009,8,3
0.0,1.0,180,98,59,1,1,1,1,2,1630,2005,50,72,4,0,5,2,2,6,1,0,0,1,1,51,2010,12,5
0.0,1.0,160,82,47,2,2,1,0,1,1290,2014,320,40,2,0,1,2,1,4,1,2,0,8,1,142,2019,9,2
1.0,2.0,163,80,39,2,1,1,1,1,1740,2008,0,64,2,0,1,2,2,1,1,0,0,1,1,389,2010,8,2
0.0,1.0,185,109,58,1,1,1,0,1,1900,2008,350,40,2,0,1,2,4,4,1,2,0,1,1,109,2009,1,4
0.0,1.0,183,66,47,1,1,1,0,1,1310,2007,330,89,3,0,5,2,4,2,2,0,0,4,1,45,2014,3,7
0.0,1.0,183,91,21,2,1,1,0,1,1510,2003,20,56,3,0,1,2,1,4,1,3,0,1,1,4320,2009,9,4
0.0,2.0,175,98,32,2,2,11,0,1,1420,2015,290,40,3,2,1,2,1,4,3,2,2,1,1,19,2015,10,1
0.0,1.0,173,98,59,1,2,5,0,1,1690,2001,190,56,5,1,1,2,1,1,1,2,2,1,1,55,2010,1,1
0.0,1.0,173,122,22,2,2,1,1,1,1540,2008,0,113,2,0,2,2,2,1,1,0,0,2,1,74,2018,3,7
0.0,1.0,170,77,32,1,1,1,3,1,2410,2008,290,56,4,1,1,2,1,4,1,2,2,1,1,22,2012,1,3
0.0,1.0,170,48,28,2,1,1,1,1,2020,2008,80,40,2,2,1,2,1,4,1,2,2,1,1,60,2009,7,3
0.0,1.0,157,59,62,2,1,1,0,1,1019,2020,10,56,5,1,1,2,1,4,1,2,2,1,1,108,2020,8,3
0.0,1.0,191,105,80,1,1,1,1,1,1706,2013,340,64,5,1,1,2,1,4,1,2,2,1,1,97,2022,4,6
0.0,1.0,182,91,48,1,1,1,2,1,1990,2011,0,105,3,0,1,2,1,1,1,1,0,1,1,143,2019,6,6
0.0,1.0,170,82,19,1,1,11,0,1,1350,2015,280,72,3,1,2,2,1,4,3,2,2,8,1,270,2015,12,4
0.0,2.0,163,62,63,2,1,1,1,1,1939,2016,60,56,2,2,1,2,1,4,1,2,2,1,1,350,2018,5,6
0.0,1.0,196,82,23,1,1,14,3,1,2410,2008,340,64,2,0,1,2,2,4,1,2,0,1,3,53,2013,5,6
0.0,1.0,168,70,68,2,2,1,0,1,1440,2012,280,40,2,0,1,2,1,4,1,2,0,1,1,59,2015,5,6
0.0,1.0,191,113,40,1,1,1,3,1,2590,2004,290,56,3,1,1,1,1,4,1,2,2,1,1,54,2013,10,3
0.0,1.0,168,86,21,1,1,1,0,4,1200,2006,340,80,2,0,1,2,4,2,2,0,0,8,1,69,2009,2,5
0.0,1.0,160,54,24,2,1,1,0,1,1634,2010,300,72,4,0,1,2,1,4,2,0,0,1,1,1953,2018,3,2
0.0,2.0,183,77,16,1,1,4,1,1,2330,2001,80,40,2,2,1,2,1,4,1,2,2,1,1,2056,2010,4,5
0.0,1.0,157,113,59,2,1,1,0,1,1509,1998,320,56,5,1,1,2,1,4,1,2,2,1,1,405,2017,4,4
0.0,1.0,155,61,53,2,1,5,1,1,1820,2004,180,80,5,1,1,2,1,1,1,2,2,8,1,159,2010,2,5
0.0,2.0,185,100,35,1,1,1,3,1,2890,2004,0,113,2,0,1,2,1,1,1,0,0,1,1,45248,2009,3,2
0.0,1.0,170,73,38,1,3,14,1,1,2140,2006,10,72,3,0,1,2,4,5,1,0,0,1,2,644,2012,4,7
0.0,1.0,183,82,18,1,1,1,3,1,1398,2000,310,56,2,2,2,2,2,4,1,2,2,8,1,224,2018,6,6
0.0,1.0,175,66,29,2,1,14,1,1,1300,2007,330,64,6,1,1,2,1,4,1,2,2,1,3,626,2014,7,1
0.0,2.0,183,100,79,1,1,11,1,1,1540,2007,280,48,2,2,1,2,2,4,3,2,2,1,1,185,2011,12,6
0.0,1.0,163,86,72,2,1,15,1,1,1580,2018,150,72,4,1,2,2,1,5,3,2,2,2,1,283,2022,2,4
0.0,1.0,170,113,28,2,2,14,0,1,1600,2005,350,72,2,0,1,2,1,4,1,2,0,1,2,403,2011,11,3
0.0,1.0,155,60,31,2,2,1,0,1,1550,2008,350,72,4,1,1,2,4,4,1,2,2,8,1,829,2010,6,1
0.0,1.0,188,91,69,1,1,1,2,2,2067,2014,40,105,4,0,1,2,1,4,1,2,0,1,1,329,2018,8,3
0.0,1.0,165,70,25,4,1,1,0,2,1470,2010,10,64,3,0,2,1,4,4,1,2,0,5,1,7,2011,2,7
0.0,1.0,175,67,72,2,1,14,0,1,1476,2009,320,72,5,0,1,2,1,4,1,2,0,1,3,653,2019,5,2
0.0,1.0,180,111,32,1,1,11,3,1,1942,2008,20,72,3,1,1,2,1,4,1,2,2,1,1,168,2017,12,5
0.0,1.0,173,86,35,1,2,14,1,1,2570,2019,0,48,2,0,1,1,1,2,1,0,0,1,2,704,2020,1,4
0.0,1.0,147,50,20,2,1,1,1,1,1590,2006,0,89,5,0,1,1,1,5,1,0,0,1,1,40,2010,8,1
0.0,1.0,180,93,73,1,1,5,3,1,2200,2006,180,56,5,1,1,2,1,1,1,2,2,1,1,239,2013,7,3
0.0,1.0,168,75,58,2,1,2,1,1,1965,2019,100,89,2,0,1,2,1,5,1,2,0,1,1,121,2020,2,6
0.0,1.0,178,88,29,1,2,1,2,1,2130,2000,350,56,3,0,1,2,1,4,3,0,0,1,1,1384,2009,3,1
0.0,1.0,185,91,51,1,2,11,0,1,1680,2011,30,64,4,1,1,1,2,4,1,2,2,1,1,473,2014,4,3
0.0,1.0,178,91,67,1,1,1,3,4,3114,2016,300,80,2,0,2,2,1,6,1,0,0,8,1,37,2019,3,7
0.0,2.0,191,88,25,1,1,1,0,1,1460,2006,0,48,4,0,1,1,1,1,1,2,0,8,1,179,2009,10,7
0.0,1.0,157,62,58,2,4,2,0,1,1265,2011,180,89,5,1,1,2,1,1,1,2,2,1,1,1064,2019,3,2
0.0,2.0,152,66,16,2,1,1,0,1,1490,2010,350,40,2,2,1,2,1,4,1,2,2,8,1,383,2018,8,4
0.0,2.0,165,100,61,2,1,1,0,1,1600,2007,20,72,3,1,1,2,1,4,1,2,2,1,1,101,2010,4,5
0.0,1.0,178,109,31,2,1,1,1,1,1715,2023,300,72,2,1,1,2,1,4,1,2,2,1,1,339,2022,11,5
0.0,1.0,188,112,72,1,1,6,1,1,2100,2006,10,89,2,5,1,2,4,4,1,0,2,8,1,56,2013,4,1
0.0,1.0,160,59,37,1,3,5,1,1,1480,2004,190,40,4,1,1,2,1,1,1,2,2,1,1,144,2011,7,4
0.0,2.0,155,93,71,2,1,14,0,2,1236,2013,0,89,2,0,1,2,1,2,1,0,0,1,2,137,2020,7,6
0.0,1.0,201,77,16,1,1,1,0,1,1420,2005,320,89,5,1,1,2,1,4,3,2,2,1,1,134,2009,6,7
0.0,1.0,191,104,66,1,1,14,3,1,2394,2017,330,56,2,0,1,2,1,4,1,2,0,1,2,356,2021,7,6
0.0,1.0,173,68,28,2,1,11,1,1,2140,2010,330,40,3,1,1,2,4,4,1,2,2,1,1,201,2011,2,2
0.0,1.0,180,88,42,1,1,1,3,2,2380,2009,330,64,4,1,1,1,1,4,3,2,2,8,1,211,2011,2,7
0.0,1.0,188,76,51,1,1,1,1,1,2652,2017,60,89,3,1,1,2,1,4,3,2,2,1,1,3238,2018,4,6
0.0,1.0,183,75,22,1,2,5,0,1,1320,2000,330,56,2,1,1,2,1,4,1,2,2,1,1,688,2009,7,7
0.0,2.0,178,83,21,1,1,11,1,7,2030,2002,330,56,2,0,1,2,1,4,1,3,0,1,1,681,2009,11,3
0.0,1.0,147,61,68,2,1,1,1,1,1552,2018,20,89,2,1,1,2,1,4,1,2,2,1,1,88,2018,12,7
0.0,2.0,196,63,40,2,1,14,0,1,1340,2008,50,72,2,1,2,2,1,4,1,2,2,1,3,82,2009,12,7
0.0,1.0,175,111,68,1,1,1,0,1,1131,2019,20,80,4,0,1,2,1,4,1,2,0,1,1,124,2019,8,4
0.0,1.0,178,79,37,1,1,14,1,1,1580,2007,350,113,3,0,1,1,1,2,2,0,0,1,3,29,2009,6,1
0.0,2.0,165,73,81,2,1,11,1,7,1440,2014,350,40,2,2,1,2,4,4,1,2,2,1,1,203,2015,11,2
0.0,1.0,160,54,64,2,1,5,0,1,1150,2008,180,72,5,1,1,2,1,1,1,2,2,1,1,90,2010,8,6
0.0,1.0,165,63,34,2,1,14,0,1,1660,2011,20,40,2,0,1,2,1,4,1,2,0,1,3,299,2012,2,3
0.0,2.0,152,50,21,2,3,1,0,1,1500,2006,350,56,3,0,1,2,2,1,1,0,0,1,1,745,2015,3,4
0.0,1.0,157,73,25,2,1,14,0,1,1290,2014,350,48,2,0,2,2,1,2,1,0,0,2,3,26,2021,5,4
0.0,2.0,168,82,38,2,1,1,2,2,1810,2005,10,72,5,1,1,2,1,1,1,2,2,1,1,418,2009,8,2
0.0,1.0,180,88,81,1,1,5,3,1,2490,2004,190,56,2,0,1,2,1,1,3,2,0,1,1,268,2013,9,5
0.0,1.0,170,91,62,2,1,1,1,1,2233,2013,330,48,3,1,3,2,1,4,3,2,2,8,1,47,2019,12,3
0.0,1.0,180,90,50,1,1,1,0,1,1630,2008,290,80,3,1,1,2,1,4,1,2,2,1,1,1547,2018,6,4
0.0,1.0,175,118,20,2,5,1,0,1,1531,2002,30,40,3,1,1,1,1,4,1,2,2,1,1,139,2017,7,7
0.0,2.0,185,104,27,1,1,1,0,1,1740,2004,0,56,5,0,1,2,1,1,1,3,0,1,1,550,2012,11,5
0.0,1.0,191,163,43,2,1,1,3,1,1876,2005,340,56,5,1,1,2,1,4,5,2,2,8,1,980,2019,10,6
0.0,1.0,175,70,55,2,1,1,2,1,1980,2003,350,40,2,0,1,2,1,6,3,2,0,1,1,191,2018,7,4
