,precision,recall,f1-score,support
0,0.5061162079510704,0.4648876404494382,0.4846266471449488,712.0
1,0.6033797216699801,0.6225641025641026,0.6128218071680969,975.0
2,0.10891089108910891,0.14864864864864866,0.12571428571428572,74.0
accuracy,0.5388983532084043,0.5388983532084043,0.5388983532084043,0.5388983532084043
macro avg,0.4061356069033865,0.4120334638873964,0.40772091334244376,1761.0
weighted avg,0.5432761922941435,0.5388983532084043,0.5405214604764085,1761.0
