,precision,recall,f1-score,support
0,0.5737051792828686,0.20224719101123595,0.2990654205607477,712.0
1,0.5815138282387191,0.8194871794871795,0.6802894848871861,975.0
2,0.1323529411764706,0.24324324324324326,0.17142857142857143,74.0
accuracy,0.5457126632595116,0.5457126632595116,0.5457126632595116,0.5457126632595116
macro avg,0.4291906495660194,0.4216592045805529,0.3835944922921684,1761.0
weighted avg,0.5594822190966566,0.5457126632595116,0.5047714602441642,1761.0
