,precision,recall,f1-score,support
0,0.5370919881305638,0.3389513108614232,0.41561423650975887,534.0
1,0.6104078762306611,0.5937072503419972,0.6019417475728155,731.0
2,0.10622710622710622,0.5178571428571429,0.1762917933130699,56.0
accuracy,0.48750946252838756,0.48750946252838756,0.48750946252838756,0.48750946252838756
macro avg,0.4179089901961104,0.48350523468685447,0.3979492591318814,1321.0
weighted avg,0.5593974240235066,0.48750946252838756,0.5085766541994483,1321.0
