,precision,recall,f1-score,support
0,0.4824961948249619,0.4452247191011236,0.46311176040905766,712.0
1,0.5961538461538461,0.6676923076923077,0.629898403483309,975.0
2,0.25,0.04054054054054054,0.06976744186046512,74.0
accuracy,0.5513912549687677,0.5513912549687677,0.5513912549687677,0.5513912549687677
macro avg,0.442883346992936,0.38448585577799066,0.38759253525094395,1761.0
weighted avg,0.5356543388502969,0.5513912549687677,0.5389263529273991,1761.0
