,precision,recall,f1-score,support
0,0.5778688524590164,0.2640449438202247,0.36246786632390743,534.0
1,0.6059050064184852,0.6456908344733242,0.6251655629139072,731.0
2,0.09395973154362416,0.5,0.15819209039548024,56.0
accuracy,0.48523845571536717,0.48523845571536717,0.48523845571536717,0.48523845571536717
macro avg,0.4259111968070419,0.46991192609784965,0.381941839877765,1321.0
weighted avg,0.5728692444144363,0.48523845571536717,0.49917685402663103,1321.0
