,precision,recall,f1-score,support
0,0.5220338983050847,0.43258426966292135,0.47311827956989244,712.0
1,0.6136842105263158,0.597948717948718,0.6057142857142858,975.0
2,0.09502262443438914,0.28378378378378377,0.1423728813559322,74.0
accuracy,0.5178875638841567,0.5178875638841567,0.5178875638841567,0.5178875638841567
macro avg,0.4102469110885966,0.438105590465141,0.4070684822133701,1761.0
weighted avg,0.5548335690315293,0.5178875638841567,0.5326332974704889,1761.0
