,precision,recall,f1-score,support
0,0.5518867924528302,0.43820224719101125,0.48851774530271397,534.0
1,0.6171284634760705,0.6703146374829001,0.6426229508196721,731.0
2,0.14563106796116504,0.26785714285714285,0.18867924528301885,56.0
accuracy,0.5594246782740349,0.5594246782740349,0.5594246782740349,0.5594246782740349
macro avg,0.43821544129668855,0.45879134251035136,0.43993998046846833,1321.0
weighted avg,0.5707674441912521,0.5594246782740349,0.5610839445697794,1321.0
