,precision,recall,f1-score,support
0,0.4652777777777778,0.4705056179775281,0.46787709497206703,712.0
1,0.5965417867435159,0.6369230769230769,0.6160714285714286,975.0
2,0.0,0.0,0.0,74.0
accuracy,0.5428733674048836,0.5428733674048836,0.5428733674048836,0.5428733674048836
macro avg,0.35393985484043117,0.3691428983002017,0.36131617451449854,1761.0
weighted avg,0.5184020555665563,0.5428733674048836,0.5302658344561355,1761.0
