,precision,recall,f1-score,support
0,0.5069767441860465,0.3061797752808989,0.38178633975481613,712.0
1,0.6065239551478083,0.6102564102564103,0.6083844580777096,975.0
2,0.08,0.3783783783783784,0.1320754716981132,74.0
accuracy,0.47756956274843837,0.47756956274843837,0.47756956274843837,0.47756956274843837
macro avg,0.39783356644461837,0.4316048546385625,0.37408208984354635,1761.0
weighted avg,0.5441500841167395,0.47756956274843837,0.4967520189874255,1761.0
