,precision,recall,f1-score,support
0,0.5148387096774194,0.5603932584269663,0.5366509751176868,712.0
1,0.6357947434292867,0.521025641025641,0.5727170236753101,975.0
2,0.10695187165775401,0.2702702702702703,0.1532567049808429,74.0
accuracy,0.5264054514480409,0.5264054514480409,0.5264054514480409,0.5264054514480409
macro avg,0.41919510825482,0.45056305657429246,0.42087490125794663,1761.0
weighted avg,0.5646675040525558,0.5264054514480409,0.5405085681634314,1761.0
