,precision,recall,f1-score,support
0,0.4934725848563969,0.5308988764044944,0.5115020297699595,712.0
1,0.6169749727965179,0.5815384615384616,0.5987328405491025,975.0
2,0.17105263157894737,0.17567567567567569,0.17333333333333334,74.0
accuracy,0.5440090857467348,0.5440090857467348,0.5440090857467348,0.5440090857467348
macro avg,0.42716672974395403,0.42937100453954385,0.4278560678841317,1761.0
weighted avg,0.5483026539643393,0.5440090857467348,0.5455880927871963,1761.0
