,precision,recall,f1-score,support
0,0.5,0.45786516853932585,0.4780058651026393,712.0
1,0.6025293586269196,0.6841025641025641,0.6407300672430355,975.0
2,0.0,0.0,0.0,74.0
accuracy,0.5638841567291312,0.5638841567291312,0.5638841567291312,0.5638841567291312
macro avg,0.3675097862089732,0.38065591088063,0.3729119774485583,1761.0
weighted avg,0.5357558913465341,0.5638841567291312,0.5480136238018392,1761.0
