,precision,recall,f1-score,support
0,0.5771604938271605,0.26264044943820225,0.361003861003861,712.0
1,0.5983690112130479,0.602051282051282,0.600204498977505,975.0
2,0.07236842105263158,0.44594594594594594,0.12452830188679247,74.0
accuracy,0.45826235093696766,0.45826235093696766,0.45826235093696766,0.45826235093696766
macro avg,0.41596597536428,0.4368792258118101,0.3619122206227195,1761.0
weighted avg,0.5676906988617574,0.45826235093696766,0.48350325376345205,1761.0
