,precision,recall,f1-score,support
0,0.547085201793722,0.45692883895131087,0.4979591836734694,534.0
1,0.6203703703703703,0.6415868673050615,0.6308002689979825,731.0
2,0.1092436974789916,0.23214285714285715,0.14857142857142858,56.0
accuracy,0.5495836487509462,0.5495836487509462,0.5495836487509462,0.5495836487509462
macro avg,0.4255664232143614,0.44355285446640985,0.4257769604142935,1321.0
weighted avg,0.5690778846006146,0.5495836487509462,0.5566579869183633,1321.0
