,precision,recall,f1-score,support
0,0.49140401146131807,0.48174157303370785,0.4865248226950355,712.0
1,0.6094961240310077,0.6451282051282051,0.6268061783756851,975.0
2,0.1935483870967742,0.08108108108108109,0.11428571428571428,74.0
accuracy,0.555366269165247,0.555366269165247,0.555366269165247,0.555366269165247
macro avg,0.43148284086303335,0.40265028641433137,0.4092055717854783,1761.0
weighted avg,0.5442708448244477,0.555366269165247,0.5485513006997735,1761.0
