,precision,recall,f1-score,support
0,0.5034246575342466,0.550561797752809,0.5259391771019678,534.0
1,0.6206395348837209,0.5841313269493844,0.601832276250881,731.0
2,0.20408163265306123,0.17857142857142858,0.19047619047619047,56.0
accuracy,0.5533686601059803,0.5533686601059803,0.5533686601059803,0.5533686601059803
macro avg,0.44271527502367625,0.4377548510912073,0.4394158812763464,1321.0
weighted avg,0.5555979095774861,0.5533686601059803,0.5537150500972834,1321.0
