,precision,recall,f1-score,support
0,0.48946515397082657,0.4241573033707865,0.45447705041384495,712.0
1,0.5807560137457045,0.52,0.5487012987012987,975.0
2,0.1033210332103321,0.3783783783783784,0.16231884057971016,74.0
accuracy,0.4752981260647359,0.4752981260647359,0.4752981260647359,0.4752981260647359
macro avg,0.39118073364228767,0.44084522724972164,0.3884990632316179,1761.0
weighted avg,0.5237831115768626,0.4752981260647359,0.49436855214725856,1761.0
