,precision,recall,f1-score,support
0,0.5319587628865979,0.36235955056179775,0.431077694235589,712.0
1,0.59846547314578,0.72,0.653631284916201,975.0
2,0.10679611650485436,0.14864864864864866,0.12429378531073446,74.0
accuracy,0.5513912549687677,0.5513912549687677,0.5513912549687677,0.5513912549687677
macro avg,0.41240678417907745,0.41033606640348214,0.40300092148750816,1761.0
weighted avg,0.5509150415183148,0.5513912549687677,0.5414057701317602,1761.0
