,precision,recall,f1-score,support
0,0.5177777777777778,0.4363295880149813,0.4735772357723577,534.0
1,0.6143039591315453,0.6580027359781122,0.6354029062087186,731.0
2,0.11363636363636363,0.17857142857142858,0.1388888888888889,56.0
accuracy,0.5480696442089327,0.5480696442089327,0.5480696442089327,0.5480696442089327
macro avg,0.4152393668485623,0.4243012508548407,0.41595634362332173,1321.0
weighted avg,0.5540599271931336,0.5480696442089327,0.5489383392269418,1321.0
