,precision,recall,f1-score,support
0,0.49922239502332816,0.4508426966292135,0.4738007380073801,712.0
1,0.6023444544634806,0.6851282051282052,0.6410748560460653,975.0
2,0.2222222222222222,0.02702702702702703,0.04819277108433735,74.0
accuracy,0.56274843838728,0.56274843838728,0.56274843838728,0.56274843838728
macro avg,0.44126302390301025,0.38766597626148186,0.38768945504592756,1761.0
weighted avg,0.5446772474747006,0.56274843838728,0.5485294577889888,1761.0
