,precision,recall,f1-score,support
0,0.5015479876160991,0.6067415730337079,0.5491525423728814,534.0
1,0.6399317406143344,0.5129958960328317,0.5694760820045558,731.0
2,0.14606741573033707,0.23214285714285715,0.1793103448275862,56.0
accuracy,0.5389856169568509,0.5389856169568509,0.5389856169568509,0.5389856169568509
macro avg,0.4291823813202569,0.4506267754031323,0.43264632306834105,1321.0
weighted avg,0.5630556419810554,0.5389856169568509,0.5447205547939392,1321.0
