,precision,recall,f1-score,support
0,0.48773448773448774,0.4747191011235955,0.48113879003558724,712.0
1,0.5977822580645161,0.6082051282051282,0.6029486527707169,975.0
2,0.11842105263157894,0.12162162162162163,0.11999999999999998,74.0
accuracy,0.5337876206700738,0.5337876206700738,0.5337876206700738,0.5337876206700738
macro avg,0.40131259947686093,0.4015152836501152,0.40136248093543464,1761.0
weighted avg,0.5331446989066413,0.5337876206700738,0.5334047444388342,1761.0
