,precision,recall,f1-score,support
0,0.5028571428571429,0.6179775280898876,0.5545053560176434,712.0
1,0.6492220650636492,0.4707692307692308,0.5457788347205708,975.0
2,0.10614525139664804,0.25675675675675674,0.15019762845849802,74.0
accuracy,0.5212947189097104,0.5212947189097104,0.5212947189097104,0.5212947189097104
macro avg,0.4194081531058134,0.4485011718719584,0.4168272730655707,1761.0
weighted avg,0.5672234797017011,0.5212947189097104,0.5326841577757225,1761.0
