,precision,recall,f1-score,support
0,0.532051282051282,0.3497191011235955,0.42203389830508475,712.0
1,0.5972114639814098,0.7907692307692308,0.6804942630185349,975.0
2,0.5,0.013513513513513514,0.026315789473684213,74.0
accuracy,0.5797842135150483,0.5797842135150483,0.5797842135150483,0.5797842135150483
macro avg,0.5430875820108972,0.3846672818021133,0.37628131693243466,1761.0
weighted avg,0.5667811982977782,0.5797842135150483,0.5485050598849202,1761.0
