,precision,recall,f1-score,support
0,0.4728434504792332,0.4157303370786517,0.4424514200298953,712.0
1,0.5725714285714286,0.5138461538461538,0.5416216216216216,975.0
2,0.1,0.35135135135135137,0.155688622754491,74.0
accuracy,0.4673480976717774,0.4673480976717774,0.4673480976717774,0.4673480976717774
macro avg,0.381804959683554,0.42697594742538564,0.3799205548020026,1761.0
weighted avg,0.5123916408849272,0.4673480976717774,0.4853080353357177,1761.0
