,precision,recall,f1-score,support
0,0.5042372881355932,0.44569288389513106,0.4731610337972167,534.0
1,0.6086369770580297,0.6169630642954856,0.6127717391304348,731.0
2,0.12962962962962962,0.25,0.17073170731707316,56.0
accuracy,0.5321725965177896,0.5321725965177896,0.5321725965177896,0.5321725965177896
macro avg,0.4141679649410841,0.4375519827302055,0.41888816008157487,1321.0
weighted avg,0.5461283886094517,0.5321725965177896,0.5375966002738968,1321.0
