,precision,recall,f1-score,support
0,0.4847001223990208,0.5561797752808989,0.5179856115107915,712.0
1,0.6182669789227166,0.5415384615384615,0.5773646801530892,975.0
2,0.15555555555555556,0.1891891891891892,0.17073170731707318,74.0
accuracy,0.5326519023282226,0.5326519023282226,0.5326519023282226,0.5326519023282226
macro avg,0.41950755229243103,0.4289691420028499,0.42202733299365125,1761.0
weighted avg,0.5448199333951519,0.5326519023282226,0.5362694292370295,1761.0
