,precision,recall,f1-score,support
0,0.466484268125855,0.4789325842696629,0.4726264726264726,712.0
1,0.6008676789587852,0.5682051282051283,0.584080126515551,975.0
2,0.08333333333333333,0.12162162162162163,0.0989010989010989,74.0
accuracy,0.5133446905167518,0.5133446905167518,0.5133446905167518,0.5133446905167518
macro avg,0.38356176013932447,0.38958644469880427,0.38520256601437425,1761.0
weighted avg,0.5247867419404264,0.5133446905167518,0.5186296724482635,1761.0
