,precision,recall,f1-score,support
0,0.5534883720930233,0.44569288389513106,0.4937759336099585,534.0
1,0.6256281407035176,0.6812585499316005,0.6522593320235757,731.0
2,0.14736842105263157,0.25,0.18543046357615892,56.0
accuracy,0.5677517032551098,0.5677517032551098,0.5677517032551098,0.5677517032551098
macro avg,0.4421616446163908,0.45898381127557714,0.4438219097365644,1321.0
weighted avg,0.5761919705759978,0.5677517032551098,0.5684042590592101,1321.0
