,precision,recall,f1-score,support
0,0.5525423728813559,0.22893258426966293,0.323733862959285,712.0
1,0.5920444033302498,0.6564102564102564,0.622568093385214,975.0
2,0.08571428571428572,0.44594594594594594,0.1437908496732026,74.0
accuracy,0.4747302668938103,0.4747302668938103,0.4747302668938103,0.4747302668938103
macro avg,0.41010035397529704,0.4437629288752884,0.36336426867256716,1761.0
weighted avg,0.5547963202052107,0.4747302668938103,0.48162573784975105,1761.0
