,precision,recall,f1-score,support
0,0.5,0.5519662921348315,0.5246995994659546,712.0
1,0.6244343891402715,0.5661538461538461,0.5938676707907478,975.0
2,0.14285714285714285,0.17567567567567569,0.15757575757575756,74.0
accuracy,0.5440090857467348,0.5440090857467348,0.5440090857467348,0.5440090857467348
macro avg,0.4224305106658048,0.4312652713214511,0.4253810092774866,1761.0
weighted avg,0.5538869721653568,0.5440090857467348,0.547568256616323,1761.0
