,precision,recall,f1-score,support
0,0.4939919893190921,0.5196629213483146,0.5065023956194388,712.0
1,0.6203821656050955,0.49948717948717947,0.5534090909090909,975.0
2,0.11013215859030837,0.33783783783783783,0.16611295681063123,74.0
accuracy,0.5008517887563884,0.5008517887563884,0.5008517887563884,0.5008517887563884
macro avg,0.4081687711714987,0.45232931289111056,0.4086748144463869,1761.0
weighted avg,0.5478391184530633,0.5008517887563884,0.5181691812160084,1761.0
