,precision,recall,f1-score,support
0,0.5441176470588235,0.3464419475655431,0.4233409610983982,534.0
1,0.6132208157524613,0.5964432284541724,0.6047156726768378,731.0
2,0.1037037037037037,0.5,0.17177914110429446,56.0
accuracy,0.4912944738834216,0.4912944738834216,0.4912944738834216,0.4912944738834216
macro avg,0.4203473888383295,0.48096172533990517,0.3999452582931768,1321.0
weighted avg,0.5636870910309374,0.4912944738834216,0.513043801555756,1321.0
