,precision,recall,f1-score,support
0,0.49331103678929766,0.552434456928839,0.5212014134275618,534.0
1,0.6159527326440177,0.5704514363885089,0.5923295454545455,731.0
2,0.2608695652173913,0.21428571428571427,0.23529411764705882,56.0
accuracy,0.5480696442089327,0.5480696442089327,0.5480696442089327,0.5480696442089327
macro avg,0.4567111115502356,0.44572386920102064,0.44960835884305544,1321.0
weighted avg,0.5513234192736077,0.5480696442089327,0.5484412740997926,1321.0
