,precision,recall,f1-score,support
0,0.5446880269814502,0.45365168539325845,0.4950191570881226,712.0
1,0.6143856143856143,0.6307692307692307,0.6224696356275303,975.0
2,0.09580838323353294,0.21621621621621623,0.1327800829875519,74.0
accuracy,0.5417376490630323,0.5417376490630323,0.5417376490630323,0.5417376490630323
macro avg,0.4182940082001992,0.4335457107929018,0.4167562919010683,1761.0
weighted avg,0.5644143495718614,0.5417376490630323,0.5503618743467712,1761.0
