,precision,recall,f1-score,support
0,0.4976958525345622,0.6067415730337079,0.5468354430379747,712.0
1,0.6418128654970761,0.4502564102564103,0.5292344786015674,975.0
2,0.10047846889952153,0.28378378378378377,0.14840989399293286,74.0
accuracy,0.5065303804656445,0.5065303804656445,0.5065303804656445,0.5065303804656445
macro avg,0.41332906231038663,0.44692725569130065,0.4081599385441583,1761.0
weighted avg,0.5607963643173323,0.5065303804656445,0.5203479751476678,1761.0
