,precision,recall,f1-score,support
0,0.4946492271105826,0.5842696629213483,0.5357372826786865,712.0
1,0.63510101010101,0.5158974358974359,0.5693265421618562,975.0
2,0.1328125,0.22972972972972974,0.16831683168316833,74.0
accuracy,0.5315161839863713,0.5315161839863713,0.5315161839863713,0.5315161839863713
macro avg,0.42085424573719754,0.44329894284950466,0.42446021884123697,1761.0
weighted avg,0.5572071888422598,0.5315161839863713,0.5388948151161778,1761.0
