iter	MultiClassOneVsAll
117	0.1007403486
118	0.09938718724
119	0.09826036661
120	0.09696267397
121	0.09579700657
122	0.09405892803
123	0.09268108267
124	0.09154720945
125	0.08968843386
126	0.08795391405
127	0.08595884664
128	0.0846519288
129	0.08350532172
130	0.08265053456
131	0.08139977528
132	0.0801991523
133	0.07937905398
134	0.07869973317
135	0.07803573196
136	0.07700720647
137	0.0753684385
138	0.074795785
139	0.07310706143
140	0.07217549548
141	0.07049112959
142	0.0690405398
143	0.06791088694
144	0.06708208125
145	0.06598147302
146	0.06476104365
147	0.06407779239
148	0.06343891438
149	0.06230566268
150	0.06115282502
151	0.06059984591
152	0.05986768153
153	0.05879222076
154	0.05793405249
155	0.05692554449
156	0.05656964372
157	0.05586998242
158	0.05502386366
159	0.05431585338
160	0.0535627925
161	0.0533450927
162	0.05282604608
163	0.05197737451
164	0.05125240179
165	0.05088818504
166	0.04990687289
167	0.0494726434
168	0.04866777453
169	0.04788349313
170	0.04733644147
171	0.04687336571
172	0.04629837244
173	0.04563622741
174	0.04492144528
175	0.04443896921
176	0.04385481188
177	0.04310857772
178	0.04263895082
179	0.04183727997
180	0.04124661011
181	0.04076116171
182	0.04057913585
183	0.04021146324
184	0.03971230148
185	0.0389698577
186	0.03853347483
187	0.03807030655
188	0.03771028135
189	0.03699583958
190	0.03644900172
191	0.03585851111
192	0.03526869025
193	0.03498968183
194	0.03451763789
195	0.03414620554
196	0.03378944645
197	0.03345215538
198	0.03283885626
199	0.03262480861
200	0.03224961317
201	0.03169784447
202	0.03106409524
203	0.03078120566
204	0.03036514062
205	0.02997849922
206	0.0296461972
207	0.02925021489
208	0.02890859018
209	0.02851110402
210	0.02823248069
211	0.02791808585
212	0.02765989278
213	0.02738077441
214	0.02707129142
215	0.02685709794
216	0.02659757416
217	0.02620505705
218	0.02590331542
219	0.0257405813
220	0.02543369844
221	0.02507833054
222	0.02477364694
223	0.02438114933
224	0.02413442057
225	0.02403194035
226	0.02374522365
227	0.02350283544
228	0.02323109348
229	0.02310458627
230	0.02287290834
231	0.02253005778
232	0.02221114012
233	0.02193945105
234	0.02170651084
235	0.02144222632
236	0.02123476586
237	0.02100683332
238	0.02072443091
239	0.02045545672
240	0.02015372743
241	0.01996382654
242	0.01976206535
243	0.01953334427
244	0.01934668506
245	0.01898049692
246	0.01874388637
247	0.01867813707
248	0.01836144233
249	0.01819588054
250	0.01805851996
251	0.01778835597
252	0.01766428308
253	0.01732589205
254	0.01720915335
255	0.01699140703
256	0.01672068954
257	0.01653154174
258	0.01628464679
259	0.01598741811
260	0.01576446198
261	0.01554414611
262	0.01544678807
263	0.01526022799
264	0.01507867122
265	0.01487773447
266	0.01472900739
267	0.01462722283
268	0.01443858642
269	0.01436512095
270	0.01420489904
271	0.01410363715
272	0.01393149875
273	0.01379137956
274	0.01368320639
275	0.01357668168
276	0.01337972479
277	0.01314534109
278	0.01298114181
279	0.01287708711
280	0.01270013673
281	0.01261892611
282	0.01249717052
283	0.01235107389
284	0.01220696585
285	0.01206868747
286	0.01189860068
287	0.0117626059
288	0.01155085633
289	0.01133865528
290	0.01117998116
291	0.01105272636
292	0.01088787251
293	0.01076091946
294	0.01059635738
295	0.01037683578
296	0.01025500623
297	0.01013107567
298	0.009892684109
299	0.009759089503
300	0.009693432059
301	0.009552710802
302	0.00949703012
303	0.009333905745
304	0.009170539491
305	0.009068665642
306	0.008939485644
307	0.008806360303
308	0.008666647751
309	0.00853156571
310	0.008352296092
311	0.00825921809
312	0.008119953745
313	0.008041011806
314	0.007998219212
315	0.007921165879
316	0.007880727266
317	0.007719710349
318	0.007633174873
319	0.007442926256
320	0.007306113487
321	0.00720106611
322	0.00711150616
323	0.007009018946
324	0.006910070652
325	0.006816105811
326	0.006734205687
327	0.006641975534
328	0.006568173995
329	0.006530144328
330	0.006445576672
331	0.006344370433
332	0.006279898865
333	0.006258548701
334	0.006154155936
335	0.006081904276
336	0.006030505101
337	0.005955989771
338	0.005854182386
339	0.005788377958
340	0.005745672901
341	0.00566848436
342	0.005603927728
343	0.00554960994
344	0.005490573807
345	0.005436069158
346	0.005392973819
347	0.005324200008
348	0.005247330712
349	0.005173368092
350	0.005119218497
351	0.005064924375
352	0.005014329456
353	0.004968030891
354	0.004911599109
355	0.004817810049
356	0.004745478574
357	0.004667992398
358	0.004639527149
359	0.004605325933
360	0.004561999103
361	0.004530016136
362	0.004484441592
363	0.004429170582
364	0.004389437735
365	0.0043337504
366	0.004299619957
367	0.004265888413
368	0.004203435791
369	0.004144899638
370	0.004098153168
371	0.004032004696
372	0.003997813893
373	0.003955305835
374	0.003905024866
375	0.003851727878
376	0.003821098569
377	0.003745193832
378	0.003690981101
379	0.003633712164
380	0.003580401376
381	0.003508374265
382	0.003472226481
383	0.003434421513
384	0.003381918359
385	0.003334963983
386	0.003289952438
387	0.003263005432
388	0.003223573649
389	0.003162358066
390	0.003127072781
391	0.003092493406
392	0.003057756536
393	0.003039622692
394	0.003004990809
395	0.002978498842
396	0.002939813805
397	0.002919072886
398	0.002890005688
399	0.002840146781
400	0.002816866284
401	0.002769561666
402	0.002754307704
403	0.002718451849
404	0.002687095057
405	0.002656137323
406	0.00262399254
407	0.002592930664
408	0.002572671139
409	0.002551282032
410	0.002499210307
411	0.002457446374
412	0.002432534697
413	0.002408685206
414	0.002379632731
415	0.002351608
416	0.002326204868
417	0.002306401034
418	0.002281367984
419	0.002234801978
420	0.002210617221
421	0.00219016356
422	0.002158968573
423	0.002137768332
424	0.002109956142
425	0.002085679256
426	0.002064114519
427	0.002043000834
428	0.002017383385
429	0.001989658657
430	0.001962119995
431	0.00193673788
432	0.001924942803
433	0.001906851571
434	0.001896869748
435	0.001883320535
436	0.001865768347
437	0.001837023753
438	0.001821930359
439	0.001794632371
440	0.001781854437
441	0.001767150818
442	0.001747432495
443	0.001730317905
444	0.001707121715
445	0.001685846272
446	0.001671606023
447	0.00165422903
448	0.001627808104
449	0.001616375478
450	0.001601379382
451	0.001583036088
452	0.001560659442
453	0.001538037088
454	0.001520979648
455	0.001510506418
456	0.001495078699
457	0.001470736747
458	0.001456996357
459	0.001441781301
460	0.001430240069
461	0.001409534036
462	0.001390720375
463	0.00137542668
464	0.001363453796
465	0.00134852576
466	0.001342239303
467	0.001332950565
468	0.001319369427
469	0.001303871341
470	0.001284837701
471	0.001276606245
472	0.00126252472
473	0.001249360636
474	0.001231007816
475	0.001227905238
476	0.00120726763
477	0.001196907557
478	0.001181359456
479	0.001163994598
480	0.001151200444
481	0.001132701376
482	0.001121986062
483	0.001101015316
484	0.001091327334
485	0.001070030669
486	0.001061714468
487	0.001049727464
488	0.001033366805
489	0.001015197076
490	0.0009958012456
491	0.0009793522248
492	0.0009652817585
493	0.0009464898879
494	0.0009407498549
495	0.0009311820077
496	0.0009224008238
497	0.0009079083783
498	0.0008963736304
499	0.0008792343268
500	0.0008680010262
501	0.0008632343608
502	0.0008514612073
503	0.0008433263555
504	0.0008330645487
505	0.0008238158106
506	0.0008068112333
507	0.0008003374767
508	0.0007897094556
509	0.0007714775972
510	0.0007666049281
511	0.0007575003148
512	0.0007511867128
513	0.0007379104637
514	0.0007252574731
515	0.0007190941206
516	0.0007139662859
517	0.0007050843089
518	0.000695171316
519	0.0006796966047
520	0.0006672320042
521	0.0006604314706
522	0.0006488558621
523	0.000643331718
524	0.0006367769042
525	0.000625235004
526	0.0006205984444
527	0.0006122149892
528	0.0006031255001
529	0.0005979733802
530	0.0005908090198
531	0.000585657362
532	0.000577959344
533	0.000573381966
534	0.0005635623741
535	0.0005578175203
536	0.0005549616058
537	0.0005432826171
538	0.0005362261021
539	0.0005307926197
540	0.0005242274305
541	0.0005161513441
542	0.0005101166385
543	0.0005075848148
544	0.0005050304539
545	0.0005014235132
546	0.0004971819546
547	0.0004905514749
548	0.0004842008554
549	0.0004781647699
550	0.000474157311
551	0.0004661053789
552	0.0004605298774
553	0.0004534325728
554	0.0004472190018
555	0.0004428649318
556	0.0004399543581
557	0.0004356735139
558	0.0004312196153
559	0.0004256122278
560	0.0004218389145
561	0.0004137790098
562	0.0004117267693
563	0.0004074419255
564	0.0003996925093
565	0.0003962554051
566	0.0003919394415
567	0.0003882569842
568	0.0003861412241
569	0.000384023455
570	0.0003812605513
571	0.0003762493988
572	0.000370259165
573	0.0003673975758
574	0.0003630544111
575	0.0003586238558
576	0.0003511642105
577	0.0003471826616
578	0.0003436446537
579	0.0003401941166
580	0.0003339062452
581	0.0003303122714
582	0.0003267163394
583	0.0003233010327
584	0.000319978247
585	0.000316384895
586	0.0003127614264
587	0.0003089690779
588	0.0003070127215
589	0.0003012441246
590	0.0003002973885
591	0.0002963882413
592	0.0002937159677
593	0.0002892126317
594	0.0002867948726
595	0.0002822420526
596	0.0002794993551
597	0.0002747922368
598	0.0002720676345
599	0.0002695568532
600	0.0002657814668
601	0.0002620295987
602	0.0002599839717
603	0.0002553451312
604	0.0002528018692
605	0.000250272152
606	0.0002448337327
607	0.0002416501478
608	0.000237966656
609	0.0002345015318
610	0.0002323277118
611	0.0002304371572
612	0.0002270619859
613	0.0002238498748
614	0.0002215501796
615	0.0002203435644
616	0.0002188383963
617	0.0002163173828
618	0.0002138241077
619	0.0002128742861
620	0.0002104971972
621	0.0002083038602
622	0.0002051434667
623	0.0002022843498
624	0.0001995455435
625	0.0001986419276
626	0.0001970721187
627	0.0001955290177
628	0.000194009575
629	0.0001921815748
630	0.0001895218812
631	0.0001877940273
632	0.0001858616641
633	0.0001847057363
634	0.0001830240349
635	0.0001803439036
636	0.0001782472193
637	0.0001772758359
638	0.0001737724968
639	0.0001723420292
