,precision,recall,f1-score,support
0,0.5335820895522388,0.40168539325842695,0.45833333333333337,712.0
1,0.611740473738414,0.6092307692307692,0.6104830421377184,975.0
2,0.08267716535433071,0.28378378378378377,0.12804878048780488,74.0
accuracy,0.511641113003975,0.511641113003975,0.511641113003975,0.511641113003975
macro avg,0.40933324288166123,0.43156664875766,0.3989550519862856,1761.0
weighted avg,0.5579077341807883,0.511641113003975,0.5286938723303273,1761.0
