,precision,recall,f1-score,support
0,0.48428571428571426,0.476123595505618,0.48016997167138814,712.0
1,0.5975733063700708,0.6061538461538462,0.6018329938900204,975.0
2,0.16666666666666666,0.16216216216216217,0.16438356164383564,74.0
accuracy,0.534923339011925,0.534923339011925,0.534923339011925,0.534923339011925
macro avg,0.4161752291074839,0.41481320127387544,0.4154621757350814,1761.0
weighted avg,0.5336619736601822,0.534923339011925,0.5342604045624316,1761.0
